,address_id,leasable_square_foot,description,features,neighborhood,slug,features_fmt,latitude,longitude,RETAIL_plus_mean_rad,RETAIL_minus_mean_rad,RESTAURANT_plus_mean_rad,RESTAURANT_minus_mean_rad,FITNESS_plus_mean_rad,FITNESS_minus_mean_rad,BEAUTY_plus_mean_rad,BEAUTY_minus_mean_rad,BANK_plus_mean_rad,BANK_minus_mean_rad,PHARMACY_plus_mean_rad,PHARMACY_minus_mean_rad,MEDICAL_plus_mean_rad,MEDICAL_minus_mean_rad,BAR-CAFE_plus_mean_rad,BAR-CAFE_minus_mean_rad
10,197,950.0,Retail space available in Midtown East with 23′ of frontage along Madison Avenue. The property features 16′ ceilings and a 720 sf basement in addition to 950 sf of ground floor space.,"{Prime Frontage,High Ceilings,1st Floor Space}",Manhattan,609-madison-ave-new-york-ny,"['Prime Frontage', 'High Ceilings', '1st Floor Space']",40.7627664,-73.9718317,0.31201198516305995,0.3074627247091148,0.310027847484927,0.2781808907778547,0.3118783903320779,,0.3114307209129974,0.3812671502895565,0.3027776312801132,0.3120525710643521,0.31320672894866075,,0.3114307209129974,0.38202704033061474,0.3105942471989057,0.09258246613401871
11,196,400.0,"Retail space available in the Lower East Side; all uses considered. Asking rent is $3,200 per month.",{1st Floor Space},Manhattan,206-rivington-st-new-york-ny,['1st Floor Space'],40.7185094,-73.9829146,0.35934717331520727,0.339700494543781,0.36652507689312247,0.3578281766268934,0.34076345987723106,,0.3808099526869483,0.020391517399493093,0.3487643355853372,0.3866435136551286,0.37973663578243916,0.4808040832437287,0.3808099526869483,0.47221754800765603,0.3745421955796606,
12,195,400.0,"Retail space available in the East Village with 10′ of frontage along Attorney Street. Asking rent is $4,000 per month.","{Prime Frontage,1st Floor Space}",Manhattan,172-attorney-st-new-york-ny,"['Prime Frontage', '1st Floor Space']",40.720813449999994,-73.98303357213486,0.39046768579606334,0.39429805064861134,0.40008912649694595,0.3654375406673971,0.38453777496313435,,0.40008912649694595,0.2601269626926418,0.3798677956580042,0.4097409195775035,0.4154352560696537,,0.40008912649694595,0.456358268263541,0.3867615934855809,
13,194,400.0,"Retail space available in the Lower East Side with 12′ ceilings, great exposure, and a glass storefront. Asking rent is $6,000 per month.","{High Ceilings,1st Floor Space}",Manhattan,64-delancey-st-new-york-ny,"['High Ceilings', '1st Floor Space']",40.7195261,-73.9906196,0.35622232929935527,0.36655524858522226,0.3625823017458207,0.3398373213521037,0.3566759613859843,,0.35062225440828565,0.38896239860037696,0.350292162443324,0.3301369761807956,0.3569848571988722,,0.35062225440828565,0.4078856795235643,0.3455892856487341,0.4263692208793408
14,193,800.0,"Retail space available on a fantastic, tree-lined block in the heart of Chelsea. Ideal for retail, florist, gallery or bakery. Asking rent is $6,666 per month.","{Prime Frontage,1st Floor Space}",Manhattan,261-w-19th-st-new-york-ny,"['Prime Frontage', '1st Floor Space']",42.730362,-73.70215520408163,,,,,,,,,,,,,,,,
15,192,900.0,"Retail space available in Midtown East. The property features 16′ of frontage and a partial storage basement in addition to 900 sf of ground floor space. Asking rent is $6,850 per month.","{Prime Frontage,1st Floor Space}",Manhattan,947-1st-avenue-new-york-ny,"['Prime Frontage', '1st Floor Space']",40.75540815,-73.96537935129439,0.42603767664078723,0.16493915486189634,0.4233780697057989,0.4069460379543656,0.4018369883315403,,0.4018369883315403,,0.28594259640813097,0.4556829340612867,0.4233780697057989,0.207967255963213,0.4018369883315403,,0.40230144738816076,
16,191,575.0,"Retail space with good frontage available in Greenwich Village. The property includes a 275 sf basement in addition to 575 sf of ground floor space ideal for coffee/juice tenants. Asking rent is $10,000 per month.","{Prime Frontage,1st Floor Space}",Manhattan,235-w-12th-st-new-york-ny,"['Prime Frontage', '1st Floor Space']",40.7377604,-74.0020941,0.24864914456126744,0.3136039737429151,0.26584282837573536,0.25674357633096834,0.27124226675638485,,0.25612481180439395,0.3468295415163394,0.2722509574433174,0.22684248480264518,0.24921128957832295,0.1455084561872574,0.25612481180439395,0.1455084561872574,0.2564441741406904,0.27856076656655676
17,190,1100.0,"Two retail spaces available within a 360-unit residential building in Kips Bay. Space A is 600 sf and Space B is 500 sf; these spaces can be leased together or separately. Asking rent is $11,460 per month for the entire space, $7,500 for Space A, or $6,250 for Space B.","{High Foot Traffic,1st Floor Space}",Manhattan,155-e-34th-st-new-york-ny,"['High Foot Traffic', '1st Floor Space']",40.74611875,-73.97849974965659,0.37256245331964966,0.4187714528660939,0.4162185862591139,0.08872877625792505,0.4188417508324375,0.4258066933264766,0.4170902323561469,0.44507339656567324,0.30875722733003763,0.415580369607369,0.39183141431209295,,0.4162185862591139,0.3105408411553563,0.38644678534991495,
18,189,1100.0,"Retail space available in Chelsea. The property features an 800 sf basement in addition to 1,100 sf of ground floor space. Asking rent is $12,400 per month.","{Prime Frontage,1st Floor Space,Corner Location}",Manhattan,162-8th-ave-new-york-ny,"['Prime Frontage', '1st Floor Space', 'Corner Location']",40.7422667,-74.0004531,0.3096655035188481,0.3610756002119589,0.3499172345056233,0.29096493087939557,0.3289191836963509,,0.33301467430004283,0.3145849665834292,0.32991530273081965,0.2628623595202528,0.33301467430004283,,0.33301467430004283,,0.3177238585107166,0.4682351559446864
19,188,750.0,"Retail space available in Greenwich Village. The property features a 785 sf basement in addition to 750 sf of ground floor space. Asking rent is $15,500 per month.","{High Foot Traffic,1st Floor Space}",Manhattan,11-abingdon-square-new-york-ny,"['High Foot Traffic', '1st Floor Space']",40.73702025,-74.005115055625,0.34007208695216934,0.2532623533817135,0.3362695158681717,0.3253232028212088,0.3220491328960273,,0.32599086580802433,0.29248613605605017,0.3089457370395053,0.3657014602660975,0.32638131655858016,0.33223807781691905,0.32599086580802433,0.33223807781691905,0.3256361698462785,0.3863189534851581
20,187,1400.0,"Retail space available in NoLita with 15′ of frontage along Bowery. Asking rent is $16,000 per month.","{High Ceilings,1st Floor Space}",Manhattan,264-bowery-new-york-ny,"['High Ceilings', '1st Floor Space']",40.723409950000004,-73.99322985742717,0.3507483245434882,0.2955329649435146,0.3255058549922906,0.3483464251073275,0.3079126992353922,0.4398997101233012,0.31535469431178215,0.31300197042090727,0.3267409186766768,0.32612480401235977,0.3064586217538165,,0.3064586217538165,,0.32662682336847,0.45883648766160934
21,186,2200.0,"Retail space available in Chelsea with 18′ of frontage along W 23rd Street. The spaces features a 13′ ceiling height at the rear, 12′ in the middle, and 10′ in the front. Asking rent is $17,500 per month.","{High Ceilings,1st Floor Space}",Manhattan,320-w-23rd-st-new-york-ny,"['High Ceilings', '1st Floor Space']",42.73273175,-73.70264375,,,,,,,,,,,,,,,,
22,185,920.0,"Retail space available in Greenwich Village with 14′ of frontage along Bleecker Street. Asking rent is $19,500 per month.","{High Foot Traffic,1st Floor Space}",Manhattan,359-bleecker-st-new-york-ny,"['High Foot Traffic', '1st Floor Space']",40.734445550000004,-74.00453035,0.32379721300720177,0.2769551198327927,0.2990062542080587,0.32141958031628615,0.29658792944101453,,0.3087012019523246,0.12700211428267436,0.3125266882195875,0.3206887703124948,0.3282201429228969,0.37153106566862126,0.3087012019523246,0.40736416700633116,0.31618260098994905,0.2674040257284791
23,184,2400.0,"Retail space available in the Lower East Side. The property features a 2,500 sf basement, 90′ of frontage, and 11′ ceilings. Asking rent is $23,500 per month.","{High Ceilings,1st Floor Space}",Manhattan,131-rivington-st-new-york-ny,"['High Ceilings', '1st Floor Space']",40.7194705,-73.9866762,0.3107835127145152,0.36186649856474645,0.31106718820623724,0.3415166661643964,0.3146845317854132,,0.31106718820623724,0.3544753111563491,0.3516915823645715,0.22216839507884617,0.3190132650779,,0.31106718820623724,0.40642011066619016,0.32290865185663253,
24,183,2500.0,"Retail space available in Greenwich Village. The property features 1,050 sf of outdoor space, 80′ of frontage, and a 1,350 sf basement. Asking rent is $41,666 per month.","{Prime Frontage,1st Floor Space}",Manhattan,225-west-4th-street-new-york-ny,"['Prime Frontage', '1st Floor Space']",40.7340693,-74.0027914,0.2981463824965345,0.3295012604927871,0.28182446784060755,0.31939779159661325,0.28843959899429317,,0.2932245977540848,0.2166646175974181,0.32164300690687403,0.2632338202823987,0.29681118182627997,0.31549084109535974,0.2932245977540848,0.31493078691428145,0.3084922941622263,0.21315668011690422
25,110,305.0,Street Level CORNER Retail Space with Prime Lexington Avenue Frontage. Upper East Side.,"{Prime Frontage,Excellent Visibility,Turnkey Condition,Delivered As Is,1st Floor Space,Near Public Transit,Corner Location,Flexible Lease Terms,Recently Renovated,Air Conditioned}",Manhattan,1173-lexington-ave-new-york-ny,"['Prime Frontage', 'Excellent Visibility', 'Turnkey Condition', 'Delivered As Is', '1st Floor Space', 'Near Public Transit', 'Corner Location', 'Flexible Lease Terms', 'Recently Renovated', 'Air Conditioned']",40.7757765,-73.9581266,0.3702607310159883,0.3462167755169523,0.3492961049127688,0.3836798831398185,0.33637244239378283,0.49665700241334204,0.38613632928791214,0.2976014548368248,0.3761872616152452,0.3508357696106771,0.33739634121285145,,0.3492961049127688,0.3016970501130994,0.3689439781853686,
26,140,3614.0,"Ground floor retail space available between Columbus and Amsterdam Avenues; the area has extremely high foot traffic, and five subway lines are accessible within one block in either direction.","{High Foot Traffic,1st Floor Space,Near Public Transit}",Manhattan,112-w-72nd-st-new-york-ny-2,"['High Foot Traffic', '1st Floor Space', 'Near Public Transit']",40.7774249,-73.9792896,0.30074729016720947,0.23981791340586034,0.26972412743497165,0.3085609088400581,0.23842848762159363,0.38587223157563444,0.2641658042998716,0.07702443143629906,0.2585660030697325,0.2885247042586474,0.2531015836384386,,0.2531015836384386,,0.2649857247530714,0.452572109196835
27,182,2410.0,"At the base of Broadway Towers, the tallest building in Washington Heights which is comprised of 125 residential units combined. Just a stones throw from Columbia Presbyterian Hospital and the Subway at 168th Street, this a great opportunity to lease a prime corner in a very high trafficked intersection of a rapidly growing neighborhood. Landlord completely white boxed the space and Landlord will consider TI allowance or work letter for qualified tenants. Ideal for a bank, retail, pharmacy, medical or a variety of uses including vented food use. All logical divisions will be considered ranging between about 1,000 sf and the entire corner of 2,410 rsf. Just a stones throw from Columbia Presbyterian Hospital and the Subway at 168th Street, this intersection is right in the heart of the Washington Heights section of Manhattan. Neighbors include Bank of America, Citibank, Papa John’s, Bravo Supermarket, McDonald’s, Rite Aid, and more.","{Prime Frontage,Corner Location}",Manhattan,4101-broadway-new-york-ny,"['Prime Frontage', 'Corner Location']",40.8449126,-73.9390061,0.2613521519305956,0.22023711634752835,0.18796825613129173,0.3477776983484923,0.22969618770089362,,0.24685654628340645,0.040932243293252187,0.2769218194590679,0.10729610559070021,0.1757155190023922,0.3499110540496072,0.24685654628340645,0.0899463591000956,0.27376885350076274,
28,181,980.0,"Ground floor 980 SF commercial space with a small kitchen and a private bathroom. Excellent condition ideal for professionals. Close to subway (30th Avenue), 15 minutes to Manhattan, and close to major highways.","{1st Floor Space,Near Public Transit}",Long Island City,30-91-31st-st-queens-ny,"['1st Floor Space', 'Near Public Transit']",40.764519899999996,-73.92302615970493,0.32874438809104006,0.4041097147339283,0.36672493992440114,0.3805002869499281,0.35716275063759256,,0.3670330371096562,0.31027888989529,0.39466594362032825,0.32934016511487396,0.34863339514416297,0.3725787864442473,0.36703303710965623,0.18580949212201964,0.37026517707132145,
29,180,1500.0,"Approx. 1,500 SF (ground floor) + frontage: approx. 20′ along Ditmars Boulevard. Delivery: immediate. Two parking spots in the rear + basement space NO available + Neighboring tenants: Alma Bank, TD Bank, AT&T, T-Mobile, Verizon Wireless, Starbucks, Paris Baguette, Capital One Bank, CVS Pharmacy, Spectrum, Santander Bank, Citibank, 7-Eleven, Artichoke Basille’s Pizza, Create, Astoria Bagel, CityMD. Prime Ditmars Boulevard, located just one block from Astoria’s busiest intersection of Ditmars Boulevard and 31st Street. Located just around the corner from the Astoria-Ditmars Boulevard Subway (N/W). Strong 7-day per week pedestrian and vehicular traffic. Just around the corner from new multi-level retail development, as well as a new Target & T.J. Maxx. The space was most recently occupied by a professional offίce.","{High Foot Traffic,1st Floor Space,Near Public Transit}",Long Island City,28-18-ditmars-blvd-queens-ny,"['High Foot Traffic', '1st Floor Space', 'Near Public Transit']",40.7768085,-73.91202142018355,0.31064766514500103,0.3766388087777528,0.34468026766688487,0.296141245489043,0.3328068685445621,,0.35626934295414087,0.29370274452859757,0.31914054928581725,0.31272172655601693,0.34332189883226916,0.40262564410316476,0.35626934295414087,0.33788842349380627,0.32620529422159195,
30,179,4500.0,"Office flex/loft space available ~ 4,500 SF second floor commercial space. Conference room, private offices, high ceilings, HVAC, passenger elevator, ADA compliant bathrooms, private lobby, reception area, parking, IDEAL FOR: medical, showroom, retail, office. Immediate occupancy, brick construction, excellent location, easy access to transportation and major highways, 20′ from NYC. NEARBY: Whitestone Expressway Cross Island Parkway(678) and Clearview Expressway (295).","{High Ceilings,Near Public Transit,Ideal for Medical}",Flushing,150-42-12th-ave-queens-ny,"['High Ceilings', 'Near Public Transit', 'Ideal for Medical']",40.79086445,-73.8128799,0.296457284920266,0.24849383430602948,0.26749878966329577,0.3469505645073876,0.25895884707476463,,0.26749878966329577,0.23760899060343688,0.327259218467116,0.2722500285026124,0.27441728819875527,,0.26749878966329577,0.3090097808760524,0.30281068959400326,
31,176,17600.0,"Four-story 17,600-square foot commercial building built in 1930 on a 10,000-square foot lot featuring 40′ of frontage on Pitkin Ave. Lot dimensions: 50 x 100 (5,000 SF). Building dimensions: 40 x 88 [Irregular] (17,600 RSF). The property is zoned (M1-4 FAR 2.0), which allows most commercial and community facility uses. On wide two-way street. One block from L train & minutes to Jackie Robinson Parkway and Belt Parkway. Loading Dock, upgraded electrical, sprinklers.",{Near Public Transit},East New York,1943-pitkin-ave-brooklyn-ny,['Near Public Transit'],40.6713617,-73.90102838874276,0.3961179542354867,0.42926420293250356,0.42926420293250356,0.38324156393375475,0.42926420293250356,,0.42926420293250356,,0.40625288343312915,,0.4267997135679859,,0.42926420293250356,0.4218707348389506,0.40625288343312915,
32,175,500.0,"Retail storefront plus duplexed with big basement space, one full bathroom on first floor and parking space for six cars included. Size approximately 500 sf. Ready to move in. Can be used for business store or professional office. Located one block from the busy Steinway St. and nearby Astoria Blvd. Few blocks from the train stop. Very close to LaGuardia (driving distance), BQE, etc.",{Near Public Transit},Long Island City,25-90-41st-st-queens-ny,['Near Public Transit'],40.7609429,-73.9162896,0.31376797812155194,0.311933965024016,0.31009190425337557,0.2745758338709031,0.31376702193965966,,0.31009190425337557,0.34684308111621664,0.3009462793907475,0.3064077827120948,0.31915809602622613,,0.31009190425337557,0.40075382198188086,0.3023710193876207,
33,174,9600.0,"Ground floor office space available can be divisible 1,800-9,600sf. Landmark building, waterfront property, high ceilings, fully sprinklered, central heat, and air wheelchair access. Located along Vernon Boulevard in an up-and-coming part of Long Island City with over 300 existing new construction luxury apartment units with hundreds more currently in development. In the heart of LIC in the old Piano Factory building close to all Queens Bridges and major Highways. Do not miss out on this exclusive retail opportunity! Asking price $25/sf.","{High Ceilings,1st Floor Space,Waterfront Location}",Long Island City,31-01-vernon-blvd-long-island-city-ny,"['High Ceilings', '1st Floor Space', 'Waterfront Location']",40.7415511,-73.9542629,0.44697339582128215,0.16356297184415872,0.16356297184415872,0.44697339582128215,0.16356297184415872,,0.16356297184415872,,0.3052681838327204,,0.16356297184415872,,0.16356297184415872,,0.3052681838327204,
34,173,660.0,Ground floor office + fully built basement. Perfect for any kind of office and dry use retail. Great location minutes from the subway. Located on retail high street in the heart of Astoria. High foot and car traffic.,"{High Foot Traffic,1st Floor Space}",Astoria,30-76-21st-st-astoria-ny,"['High Foot Traffic', '1st Floor Space']",40.76816495,-73.92948054611585,0.42066546395053095,0.3928425119320113,0.3967800205658019,0.4351471060861316,0.3967800205658019,,0.3967800205658019,,0.40976434959365937,0.3997331520411449,0.4066114464096859,,0.3967800205658019,0.4754314273168736,0.40530603957031963,
35,172,2200.0,"High street restaurant space minutes from Time Square + Theater District located on restaurant row. 2,200 SF ground floor + full basement. No key money. Partial restaurant buildout + equipment. Direct and new lease with landlord.","{1st Floor Space,Ideal for Restaurant}",Manhattan,745-9th-ave-new-york-ny,"['1st Floor Space', 'Ideal for Restaurant']",40.7638269,-73.98904346520382,0.22165022021933065,,0.11487560632578986,0.2430051429980388,0.11487560632578986,,0.11487560632578986,,0.2430051429980388,0.11487560632578986,0.11487560632578986,,0.11487560632578986,,0.22165022021933067,
36,171,1400.0,"1,400 SF retail/office space with heavy foot traffic in Astoria.",{High Foot Traffic},Long Island City,25-33-astoria-blvd-queens-ny,['High Foot Traffic'],40.7711279,-73.9215525,0.3796843996571199,0.4126470426314337,0.38022873978171307,0.41876357754857957,0.3700083602271563,,0.3722567421160719,0.3610148326714939,0.41570531009000666,0.29147614108534836,0.3722567421160719,,0.3722567421160719,,0.390859476289075,0.47589271176940695
37,170,500.0,"500 SF storefront retail space plus basement. Total Space: 854 SF, 9′ frontage, 12′ ceilings. This space is perfect for small business operators who want to position their operation next to the fastest growing neighborhood in Queens. The neighborhood of Sunnyside is experiencing unprecedented growth with its close proximity to Manhattan and Long Island City via the 7 Train and multiple major roadways. The building benefits from being a corner building that allows a tremendous amount of sunlight into all the units, located a block from the 40th Street Subway Stop, and 15-minute ride to Midtown Manhattan, where all local foot and vehicle traffic provides a direct benefit for any local business. Great neighborhood with restaurants, bars, shopping, and NYSC. Close proximity to Sunnyside Gardens. Very motivated landlord. Present your offer.",{Near Public Transit},Long Island City,39-29-47th-st-queens-ny,['Near Public Transit'],40.748305450000004,-73.9164898961549,0.34354504611111497,0.2513997247853972,0.33595891006292,0.2783785953982592,0.3368003284578995,,0.3743567865023096,0.2241309543246693,0.26488916009182817,0.42051809534044277,0.33595891006292,0.4511525393810886,0.3743567865023096,,0.35036223872629696,
38,169,1200.0,"Prime location in the heart of Astoria literally a few steps away from the subway and all major highways in the area. Strong 7-day per week pedestrian and vehicular traffic. 1,200 sq. ft. plus basement. Key money for kitchen equipment negotiable.","{High Foot Traffic,Near Public Transit}",Long Island City,29-21-astoria-blvd-queens-ny,"['High Foot Traffic', 'Near Public Transit']",40.77048295,-73.91894427265625,0.3540589967238581,0.38222048269476816,0.3930218271281385,0.3540404242356031,0.3606784410287543,0.30447871934828147,0.37585919064094464,0.24908445732147128,0.3694113652133295,0.38416237038337536,0.382997237770211,,0.382997237770211,,0.37334496659200833,0.4932677207074138
39,168,1976.0,"Corner retail space for rent in a prime location. Interior square footage is, 1976.sq ft., 12′ ceiling heights. Large open space, back office area, and 2 separate bathrooms with a small closet nook. Excellent location. Heavy foot traffic. Close to subway and major franchises.","{High Foot Traffic,Near Public Transit}",Parkchester,1551-metropolitan-ave-the-bronx-ny,"['High Foot Traffic', 'Near Public Transit']",40.83981346153846,-73.85799823076923,0.3211367986698569,0.12974251065626952,0.27215559260043004,0.3951452399531697,0.27215559260043004,0.2026776875812373,0.25478611634563186,,0.2624438753047196,0.34336213357251033,0.27215559260043004,,0.27215559260043004,,0.30290300443861495,
40,167,1200.0,"Retail space for rent in a prime location. Interior square footage is 1,200.sq ft., 12′ ceilings, large and separate bathroom. Excellent location with heavy foot traffic. Close to subway and major franchises.",{Near Public Transit},Van Nest,2132-e-tremont-ave-the-bronx-ny,['Near Public Transit'],40.846828,-73.897043,0.2647933595767804,0.3160223601363731,0.37074360494682984,0.13949673870767967,0.28979675872073823,,0.34389194247655364,0.019320839941661238,0.24036852238121878,,0.3160223601363731,0.45537027183727585,0.34389194247655364,,0.2672437410632259,0.4801860945677434
41,166,800.0,"This is a great retail space that is currently built as a gallery or retail. Completely open, white boxed and high ceilings of almost 13’ and great frontage of about 18’ on Delancey. Great Delancey Street location offering excellent exposure on the main two way street with tons of neighboring galleries and recognizable tenants in the immediate area. All uses considered including salons, retail, gallery, non vented food and possibly vented food. A couple of short blocks from Essex Crossing a major hub of retail, office and residential in the Lower East Side with a Target and Trader Joe’s along with the new Essex Street Market. Neighbors include Essex Crossing, Starbucks, Callicoon Fine Art, Subway, Bitforms Gallery, The Artist’s Institute, Freight & Volume, Petee’s Pies, and Lumber Liquidators.","{Prime Frontage,High Ceilings}",Manhattan,55-delancey-st-new-york-ny,"['Prime Frontage', 'High Ceilings']",40.7191881,-73.9911739,0.3301037703853211,0.34928874860431935,0.3487689662813015,0.3165836780011314,0.3437918185112017,,0.34273404641960636,0.34908067896917827,0.3290427525166316,0.33524295820850586,0.33796570259666564,,0.34273404641960636,0.2664405452525541,0.33059280393960017,0.37894356558977665
42,165,1125.0,"Great retail with large frontage and prominent display windows to grab the attention of tons of passersby on Broadway. This is a prime opportunity for a retail or non-cooking food use to come in and capitalize on the millions of square feet of office located nearby and the heavy pedestrian traffic near such well trafficked landmarks like City Hall and Federal Plaza across the street. Ideal for non-vented food, salon, retail, fitness or any other high traffic based use. Possession is arranged pending a lease. Prime lower Broadway location in the heart of the City Hall/Tribeca Neighborhood and located directly across the street from Federal Plaza and a few short blocks to City Hall and the R & W trains. Neighbors include Pret A Manger, Chipotle, McDonald’s, Witchcraft, Burger King, Santander Bank, 7-11, HSBC, Vivi Bubble Tea, Duane Reade, Modell’s, Starbucks, and more.","{Prime Frontage,High Foot Traffic}",Manhattan,321-broadway-new-york-ny,"['Prime Frontage', 'High Foot Traffic']",42.709126600000005,-73.70707270652574,,,,,,,,,,,,,,,,
